,Datetime,Open,High,Low,Close,Volume
0,2024-01-16 09:30:00,372.7200012207031,373.1000061035156,372.5899963378906,373.1000061035156,532851
1,2024-01-16 09:31:00,373.3299865722656,374.8900146484375,372.8900146484375,374.7200012207031,128276
2,2024-01-16 09:32:00,374.7999877929688,375.4898986816406,374.5199890136719,375.010009765625,174911
3,2024-01-16 09:33:00,375.0150146484375,375.1799011230469,374.4500122070313,374.5,93051
4,2024-01-16 09:34:00,374.55999755859375,375.6099853515625,374.5199890136719,375.375,89519
5,2024-01-16 09:35:00,375.2999877929688,375.4667053222656,374.5799865722656,374.6799926757813,89722
6,2024-01-16 09:36:00,374.75,374.75,373.1300048828125,373.4249877929688,99189
7,2024-01-16 09:37:00,373.4249877929688,373.510009765625,371.5700073242188,371.8550109863281,100795
8,2024-01-16 09:38:00,371.760009765625,372.6299133300781,371.6347961425781,372.4100036621094,69983
9,2024-01-16 09:39:00,372.4100036621094,372.4100036621094,371.760009765625,371.9400024414063,68729
10,2024-01-16 09:40:00,372.0,372.0499877929688,370.8900146484375,371.1050109863281,77851
11,2024-01-16 09:41:00,371.1698913574219,371.6400146484375,370.989990234375,371.3999938964844,61860
12,2024-01-16 09:42:00,371.3550109863281,371.4587097167969,370.9700012207031,371.0,72262
13,2024-01-16 09:43:00,371.0299987792969,371.0700073242188,370.55999755859375,370.7300109863281,78655
14,2024-01-16 09:44:00,370.6300048828125,371.25,370.3500061035156,370.739990234375,76030
15,2024-01-16 09:45:00,370.8299865722656,371.1099853515625,370.3999938964844,371.0199890136719,65761
16,2024-01-16 09:46:00,371.0899963378906,371.1600036621094,370.510009765625,370.6749877929688,61309
17,2024-01-16 09:47:00,370.6600036621094,370.8599853515625,370.3999938964844,370.7300109863281,88660
18,2024-01-16 09:48:00,370.6799926757813,371.23040771484375,370.4800109863281,371.0899963378906,59792
19,2024-01-16 09:49:00,371.0899963378906,371.1400146484375,370.2847900390625,370.5350036621094,84652
20,2024-01-16 09:50:00,370.510498046875,370.6557922363281,370.010009765625,370.3200073242188,78159
21,2024-01-16 09:51:00,370.2506103515625,370.4100036621094,369.8840026855469,370.3500061035156,77573
22,2024-01-16 09:52:00,370.3800048828125,370.6600036621094,370.1000061035156,370.5,42605
23,2024-01-16 09:53:00,370.5299987792969,371.0,370.1866149902344,370.54010009765625,52343
24,2024-01-16 09:54:00,370.5499877929688,370.9200134277344,370.5499877929688,370.6549987792969,50862
25,2024-01-16 09:55:00,370.5400085449219,371.1600036621094,370.5400085449219,370.7999877929688,61808
26,2024-01-16 09:56:00,370.7200012207031,370.7850036621094,370.260009765625,370.71429443359375,38843
27,2024-01-16 09:57:00,370.760009765625,371.5,370.760009765625,371.2850036621094,64476
28,2024-01-16 09:58:00,371.2799987792969,371.9500122070313,371.2799987792969,371.760009765625,49895
29,2024-01-16 09:59:00,371.7546081542969,372.0400085449219,371.6199951171875,371.9917907714844,57952
30,2024-01-16 10:00:00,371.9599914550781,371.9599914550781,370.7799987792969,370.8200073242188,71851
31,2024-01-16 10:01:00,370.8500061035156,371.4800109863281,370.8500061035156,371.4299926757813,61485
32,2024-01-16 10:02:00,371.4400024414063,371.6499938964844,370.9400024414063,371.2300109863281,53349
33,2024-01-16 10:03:00,371.1700134277344,371.1799926757813,370.6199951171875,370.6300048828125,40985
34,2024-01-16 10:04:00,370.6722106933594,370.7999877929688,370.0,370.0208129882813,52989
35,2024-01-16 10:05:00,370.1199951171875,370.260009765625,369.8299865722656,369.9100036621094,65164
36,2024-01-16 10:06:00,369.8999938964844,370.1499938964844,369.510009765625,369.6099853515625,79478
37,2024-01-16 10:07:00,369.5700073242188,369.6499938964844,369.1005859375,369.3900146484375,55158
38,2024-01-16 10:08:00,369.4150085449219,369.8699035644531,369.3299865722656,369.8699035644531,35762
39,2024-01-16 10:09:00,369.7927856445313,369.85009765625,369.5700073242188,369.7889099121094,34620
40,2024-01-16 10:10:00,369.7409057617188,370.0,369.6900024414063,369.75,35243
41,2024-01-16 10:11:00,369.74951171875,369.8699951171875,369.5299987792969,369.6799926757813,51797
42,2024-01-16 10:12:00,369.6099853515625,370.3999938964844,369.3200073242188,370.3453979492188,79929
43,2024-01-16 10:13:00,370.3399963378906,370.8999938964844,370.3399963378906,370.6400146484375,68695
44,2024-01-16 10:14:00,370.6112976074219,370.7000122070313,370.2699890136719,370.4299926757813,32901
45,2024-01-16 10:15:00,370.4500122070313,370.5400085449219,370.1650085449219,370.3800048828125,25882
46,2024-01-16 10:16:00,370.4700012207031,370.7999877929688,370.1099853515625,370.5799865722656,42299
47,2024-01-16 10:17:00,370.5700073242188,370.9400024414063,370.5400085449219,370.6400146484375,42926
48,2024-01-16 10:18:00,370.6499938964844,371.1600036621094,370.6300048828125,371.0050048828125,64430
49,2024-01-16 10:19:00,370.993896484375,371.1000061035156,370.80999755859375,370.8800048828125,49845
50,2024-01-16 10:20:00,370.8699951171875,371.1900024414063,370.7999877929688,370.9599914550781,55938
51,2024-01-16 10:21:00,370.9100036621094,371.05999755859375,370.8699951171875,371.010009765625,41286
52,2024-01-16 10:22:00,371.010009765625,371.1900024414063,370.7300109863281,370.9599914550781,58389
53,2024-01-16 10:23:00,370.9490966796875,371.0700073242188,370.8200073242188,371.0249938964844,29148
54,2024-01-16 10:24:00,371.0050048828125,371.3999938964844,370.9200134277344,371.36370849609375,32149
55,2024-01-16 10:25:00,371.4100036621094,371.5899963378906,371.1600036621094,371.30999755859375,54946
56,2024-01-16 10:26:00,371.30999755859375,371.4299926757813,371.0700073242188,371.1600036621094,33471
57,2024-01-16 10:27:00,371.2200012207031,371.3500061035156,370.9000854492188,371.1600036621094,24944
58,2024-01-16 10:28:00,371.1700134277344,371.2799987792969,371.0802001953125,371.2300109863281,23646
59,2024-01-16 10:29:00,371.2099914550781,371.2304992675781,370.9500122070313,371.010009765625,30718
60,2024-01-16 10:30:00,371.0249938964844,371.3298950195313,370.9400024414063,371.1499938964844,36086
61,2024-01-16 10:31:00,371.1499938964844,371.2349853515625,370.9400024414063,371.0823974609375,24710
62,2024-01-16 10:32:00,371.072509765625,371.25,371.072509765625,371.1400146484375,27578
63,2024-01-16 10:33:00,371.1600036621094,371.2099914550781,371.0700073242188,371.1199951171875,24235
64,2024-01-16 10:34:00,371.1700134277344,371.25,371.04010009765625,371.1346130371094,33351
