Datetime,Open,High,Low,Close,Volume,RSI,MACD
2024-01-15 04:45:00,42537.0,42577.0,42520.9,42554.9,4.31327268,54.84356859107707,37.77941473730607
2024-01-15 04:50:00,42554.8,42590.3,42542.1,42574.8,6.12517996,57.2675091814427,36.035826836538035
2024-01-15 04:55:00,42566.0,42596.6,42553.6,42596.6,1.72214336,59.81247370539275,35.99813458565768
2024-01-15 05:00:00,42596.6,42710.8,42571.2,42702.7,13.9925208,69.37282815083947,44.02218613171135
2024-01-15 05:05:00,42702.8,42770.0,42696.8,42723.8,16.07911624,70.85760020887967,51.490349751773465
2024-01-15 05:10:00,42723.9,42814.7,42696.0,42785.9,12.42979201,74.73906878958479,61.70853663640446
2024-01-15 05:15:00,42789.3,42789.3,42716.3,42716.3,10.31132534,64.38814729098405,63.45887067267904
2024-01-15 05:20:00,42717.2,42726.0,42687.2,42689.7,7.79961551,60.91583623384551,61.98509966778511
2024-01-15 05:25:00,42691.5,42708.7,42681.1,42681.2,2.52995007,59.80594850581188,59.445990194806654
2024-01-15 05:30:00,42681.3,42708.6,42659.4,42704.5,3.91878172,61.85748767382534,58.637901688111015
2024-01-15 05:35:00,42694.8,42694.8,42659.1,42659.1,1.27441561,55.873278084516755,53.71489329468022
2024-01-15 05:40:00,42659.1,42674.9,42638.0,42641.2,3.12756584,53.66873915453448,47.817779672535835
2024-01-15 05:45:00,42641.1,42663.2,42638.1,42659.5,1.17163215,55.59760812968547,44.11243105493486
2024-01-15 05:50:00,42663.0,42706.0,42659.5,42676.1,1.36251712,57.33286499886568,42.030890900918166
2024-01-15 05:55:00,42676.1,42754.9,42676.1,42734.3,3.97082278,62.81912728351193,44.56380512895703
2024-01-15 06:00:00,42740.5,42743.0,42692.9,42709.6,6.74158556,59.332281158144404,44.07006208677922
2024-01-15 06:05:00,42709.5,42761.1,42692.8,42746.2,2.61509097,62.64131549988857,46.10066155986715
2024-01-15 06:10:00,42746.2,42776.3,42736.2,42736.2,9.52455177,61.17664242575481,46.36850261075597
2024-01-15 06:15:00,42742.0,42797.0,42725.6,42743.2,9.17386699,61.8491037272659,46.60833816217928
2024-01-15 06:20:00,42748.5,42759.0,42677.3,42677.4,4.64698707,52.622204455800365,41.01609150688455
2024-01-15 06:25:00,42680.8,42692.6,42651.9,42680.0,5.81818178,52.92107358443952,36.37468923841516
2024-01-15 06:30:00,42680.0,42723.6,42666.7,42708.9,7.88966091,56.22649409483027,34.62914969202393
2024-01-15 06:35:00,42709.0,42712.8,42657.1,42658.6,2.90485092,49.68761717521469,28.854391931265127
2024-01-15 06:40:00,42658.5,42666.5,42614.7,42639.2,3.55521181,47.39811200178863,22.45360574341612
2024-01-15 06:45:00,42639.2,42686.2,42613.8,42669.3,2.97670228,51.158493918177896,19.58400282423827
2024-01-15 06:50:00,42669.3,42682.9,42644.6,42670.5,11.9016434,51.30794125985966,17.208285405227798
2024-01-15 06:55:00,42663.7,42666.0,42644.5,42648.2,1.14132159,48.3473392772053,13.371945143560879
2024-01-15 07:00:00,42648.2,42650.0,42631.4,42649.0,2.70943243,48.4622315588014,10.277696275945345
2024-01-15 07:05:00,42649.1,42654.5,42629.4,42654.2,4.40595678,49.25238571092684,8.15111729104683
2024-01-15 07:10:00,42654.1,42684.3,42654.1,42684.2,4.96008222,53.6659464474251,8.785266322352982
2024-01-15 07:15:00,42684.3,42685.5,42610.4,42641.9,11.72171795,47.405491088772166,5.80763076202129
2024-01-15 07:20:00,42644.5,42661.6,42633.4,42655.6,6.41859336,49.46181558491308,4.501419075015292
2024-01-15 07:25:00,42655.7,42666.1,42582.1,42597.9,11.71162407,42.011723035253304,-1.1761133757827338
2024-01-15 07:30:00,42597.9,42608.4,42557.1,42561.3,5.39218657,38.092327618170984,-8.530577679099224
2024-01-15 07:35:00,42561.3,42563.0,42519.8,42563.0,12.66481621,38.37988440016244,-14.059795265136927
2024-01-15 07:40:00,42570.3,42624.6,42545.6,42623.9,4.00188295,47.744029082106216,-13.373458100177231
2024-01-15 07:45:00,42623.8,42649.8,42616.3,42630.6,4.46130898,48.66824597942788,-12.148852536745835
2024-01-15 07:50:00,42630.6,42766.3,42630.5,42746.3,8.3512867,61.37313078752525,-1.821325641903968
2024-01-15 07:55:00,42746.4,42758.1,42703.9,42709.8,7.22155638,56.612736108111335,3.379116519499803
2024-01-15 08:00:00,42715.1,42742.8,42661.1,42684.5,4.30185957,53.51427082007149,5.39679494772281
2024-01-15 08:05:00,42690.3,42697.3,42641.0,42641.1,5.87998897,48.600374409716224,3.453986936241563
2024-01-15 08:10:00,42641.8,42704.3,42641.8,42665.0,4.20537525,51.25486109825461,3.7990349393730867
2024-01-15 08:15:00,42674.4,42725.5,42648.8,42680.2,4.93932798,52.920136850757274,5.238613461035129
2024-01-15 08:20:00,42680.2,42750.6,42680.2,42746.1,9.66529296,59.3966753543342,11.563769129446882
2024-01-15 08:25:00,42746.2,42750.0,42656.0,42661.2,8.56147025,49.87713060164286,9.614945004926994
2024-01-15 08:30:00,42661.2,42688.6,42659.7,42677.2,3.37919004,51.456142150355156,9.254869750620855
2024-01-15 08:35:00,42677.3,42759.2,42677.2,42759.2,9.31679784,58.64635475544135,15.408601448805712
2024-01-15 08:40:00,42765.4,42772.0,42696.4,42706.7,1.69855089,53.21200935863861,15.866270426595293
2024-01-15 08:45:00,42706.8,42749.1,42683.8,42683.8,2.22741936,50.99241967532685,14.217250162168057
2024-01-15 08:50:00,42683.9,42704.6,42647.5,42704.5,6.98431572,52.90473637463829,14.414544824940094
2024-01-15 08:55:00,42700.9,42721.9,42670.7,42682.8,2.93819718,50.67248631641534,12.673797967290739
2024-01-15 09:00:00,42682.8,42690.0,42593.1,42616.8,5.61467841,44.519730245763185,5.900576948137314
2024-01-15 09:05:00,42616.8,42630.0,42595.4,42630.0,2.548263,45.93369585220563,1.5796707143454114
2024-01-15 09:10:00,42630.0,42673.3,42622.4,42673.2,6.26112493,50.389898160382046,1.622497218188073
2024-01-15 09:15:00,42673.3,42695.9,42620.0,42637.0,5.3787236,46.90143714743758,-1.2501885376987047
2024-01-15 09:20:00,42635.0,42685.6,42635.0,42685.5,4.54541871,51.72361260231359,0.38232477079873206
2024-01-15 09:25:00,42685.5,42688.4,42666.1,42679.8,1.75583915,51.13584789736153,1.202301582066866
2024-01-15 09:30:00,42685.3,42700.0,42629.5,42646.0,3.58823917,47.67611894746678,-0.8652641821245197
2024-01-15 09:35:00,42646.0,42683.0,42621.5,42683.0,4.76042169,51.54120305743229,0.47627562293200754
2024-01-15 09:40:00,42683.1,42685.5,42634.4,42663.3,11.25590917,49.44686424903368,-0.049598041172430385
2024-01-15 09:45:00,42663.4,42733.3,42663.4,42724.0,4.84018405,55.45327853172221,4.381123139843112
2024-01-15 09:50:00,42724.1,42750.0,42705.1,42726.3,4.92199196,55.66821309013854,7.986034342749917
2024-01-15 09:55:00,42726.4,42756.6,42724.6,42746.8,10.17119465,57.63046564175135,12.354713668755721
2024-01-15 10:00:00,42746.9,42764.0,42710.8,42710.9,3.67928427,53.19031694503305,12.772856004870846
2024-01-15 10:05:00,42708.9,42721.8,42695.0,42712.2,1.76554262,53.33053752911134,13.058604490375728
2024-01-15 10:10:00,42712.2,42712.2,42677.4,42677.5,5.37617052,49.102395592203024,10.365574335257406
2024-01-15 10:15:00,42677.4,42696.7,42650.0,42659.4,4.41276139,47.008828843897696,6.693649577420729
2024-01-15 10:20:00,42658.0,42658.0,42621.6,42621.7,3.65789873,42.905428992659594,0.7330971366463928
2024-01-15 10:25:00,42621.7,42653.7,42620.0,42620.1,1.59665709,42.73493433951573,-4.072841067798436
2024-01-15 10:30:00,42620.0,42668.2,42617.1,42656.0,3.11054402,47.75176338191859,-4.9279454608185915
2024-01-15 10:35:00,42656.0,42687.4,42582.4,42686.0,11.83916252,51.57002166990851,-3.1485777293055435
2024-01-15 10:40:00,42686.0,42706.1,42652.0,42689.6,5.05166685,52.0231191062065,-1.4314254869022989
2024-01-15 10:45:00,42689.6,42707.9,42640.3,42660.1,2.13039168,48.055545097363726,-2.4230421005559037
2024-01-15 10:50:00,42660.1,42671.9,42612.1,42629.9,2.18307708,44.32836821061189,-5.581453497572511
2024-01-15 10:55:00,42630.0,42630.0,42540.6,42562.1,11.51853874,37.32857321135434,-13.400933042263205
2024-01-15 11:00:00,42562.2,42595.1,42541.5,42566.5,9.28511834,38.012664735660934,-19.02359156825696
2024-01-15 11:05:00,42566.5,42602.4,42542.7,42555.5,10.05172563,36.92744282383543,-24.089508173310605
2024-01-15 11:10:00,42555.5,42623.1,42555.4,42617.4,1.98624145,46.23019309975791,-22.846115106927755
2024-01-15 11:15:00,42617.4,42637.5,42574.1,42603.7,3.75522737,44.66017050673128,-22.704469654832792
2024-01-15 11:20:00,42603.8,42608.4,42554.3,42568.5,0.8636042,40.82396263520301,-25.142730686318828
2024-01-15 11:25:00,42573.7,42611.0,42568.5,42611.0,2.02171612,46.76928004012405,-23.376208922549267
2024-01-15 11:30:00,42610.9,42624.2,42560.0,42573.1,3.23501683,42.653788269540854,-24.74914817973331
2024-01-15 11:35:00,42573.0,42605.6,42562.6,42584.2,3.36957826,44.20240860394308,-24.657301179751812
2024-01-15 11:40:00,42586.6,42615.6,42571.5,42615.6,4.45249552,48.443837223821134,-21.79950308939442
2024-01-15 11:45:00,42611.4,42677.7,42611.4,42660.8,7.26855022,53.87873512260567,-15.706362100201659
2024-01-15 11:50:00,42660.8,42686.0,42655.8,42686.0,2.59187424,56.624135781835335,-8.743287398137909
2024-01-15 11:55:00,42685.9,42704.5,42677.7,42696.9,3.60286534,57.79440345350517,-2.3187327181803994
2024-01-15 12:00:00,42697.0,42719.7,42640.1,42661.5,11.03168397,52.811032955773115,-0.08275702626997372
2024-01-15 12:05:00,42661.5,42711.4,42635.1,42662.8,5.71027015,52.97140334547943,1.773722584497591
2024-01-15 12:10:00,42663.3,42697.3,42663.3,42694.0,3.63332277,56.768727387854476,5.696904928154254
2024-01-15 12:15:00,42696.6,42696.7,42631.4,42642.2,2.41336988,49.60699039113201,4.573507562890882
2024-01-15 12:20:00,42644.0,42686.6,42609.0,42682.0,6.60208581,54.37016104244177,6.816161962611659
2024-01-15 12:25:00,42682.0,42716.1,42629.2,42666.0,14.99847676,52.23273921149774,7.219197039739811
2024-01-15 12:30:00,42666.0,42695.2,42665.9,42667.8,4.15947943,52.459169018249604,7.596284954415751
2024-01-15 12:35:00,42667.7,42694.6,42636.8,42678.0,5.74442023,53.795756748897105,8.61883206757193
2024-01-15 12:40:00,42678.0,42683.3,42600.1,42600.2,9.4186091,43.703070719803364,3.115484853464295
2024-01-15 12:45:00,42600.2,42654.7,42568.7,42644.0,9.52807142,49.45265314076953,2.2622585762655945
2024-01-15 12:50:00,42644.0,42691.9,42634.9,42679.1,5.58609625,53.5469863215025,4.367995725748187
2024-01-15 12:55:00,42680.7,42695.9,42645.9,42664.0,4.52705575,51.61022938835724,4.763453655097692
2024-01-15 13:00:00,42664.1,42697.3,42656.0,42683.0,5.63663952,53.87109410861409,6.534670509659918
2024-01-15 13:05:00,42683.0,42703.3,42619.6,42621.0,6.0800017,46.27349929624285,2.902037897030823
2024-01-15 13:10:00,42621.0,42687.9,42617.5,42675.5,5.60412891,52.601601651367766,4.3704649054052425
2024-01-15 13:15:00,42675.5,42710.6,42663.8,42697.9,3.99919649,54.950227012633555,7.258030625293031
2024-01-15 13:20:00,42697.9,42706.6,42665.8,42699.7,6.5903321,55.14257762094615,9.58124558388954
2024-01-15 13:25:00,42699.8,42740.5,42699.8,42737.8,6.4285014,59.12122945925729,14.331556499215367
2024-01-15 13:30:00,42737.8,42738.1,42701.0,42701.7,4.20880133,54.21458416986693,15.010215404392511
2024-01-15 13:35:00,42701.7,42757.8,42701.7,42753.4,7.41797627,59.41008451360417,19.495088160248997
2024-01-15 13:40:00,42753.4,42765.1,42727.6,42753.0,3.61368793,59.353966267131256,22.754802277690032
2024-01-15 13:45:00,42753.1,42872.9,42753.1,42872.9,16.97373595,68.85173613201759,34.61406772835471
2024-01-15 13:50:00,42873.0,42960.3,42831.4,42907.9,27.59656961,70.98323911379238,46.30307550049474
2024-01-15 13:55:00,42908.0,42936.9,42847.6,42849.6,14.32115889,63.22240650992276,50.282747396042396
2024-01-15 14:00:00,42849.6,42866.1,42756.4,42770.8,15.65322489,54.54224409055087,46.541661303985165
2024-01-15 14:05:00,42770.9,42775.7,42563.1,42615.1,23.98761247,42.21050219560998,30.659708823841356
2024-01-15 14:10:00,42622.4,42654.4,42587.7,42626.1,9.50429085,43.18778863752831,18.744678147675586
2024-01-15 14:15:00,42626.1,42627.1,42541.4,42627.1,6.52694771,43.281693527142636,9.275697667515487
2024-01-15 14:20:00,42627.0,42656.9,42601.7,42601.7,6.74118296,41.40944159899072,-0.2749360154266469
2024-01-15 14:25:00,42601.7,42601.7,42339.3,42430.0,89.78724314,31.492314437782156,-21.45135914576531
2024-01-15 14:30:00,42438.1,42489.5,42352.5,42357.1,16.91390201,28.3841478683472,-43.61349853112188
2024-01-15 14:35:00,42357.1,42431.9,42247.2,42410.0,32.22713691,33.512222630408345,-56.260035103347036
2024-01-15 14:40:00,42409.9,42442.9,42382.1,42394.6,10.17087918,32.77642812527871,-66.75564027983637
2024-01-15 14:45:00,42394.7,42418.5,42240.0,42281.5,21.32998291,27.926870289681403,-83.24016695337923
2024-01-15 14:50:00,42264.2,42320.0,42169.0,42204.4,34.70985455,25.190619932274814,-101.35721586339059
2024-01-15 14:55:00,42204.3,42270.4,42171.0,42195.2,22.72307407,24.877394804865375,-115.13032009927701
2024-01-15 15:00:00,42195.2,42320.0,42194.9,42271.0,24.42106684,32.34193984096282,-118.56246364479011
2024-01-15 15:05:00,42271.1,42340.7,42271.1,42315.5,7.08688015,36.341087207975,-116.35046826141479
2024-01-15 15:10:00,42315.4,42421.6,42301.2,42390.4,11.54951579,42.501513547049804,-107.31656340821792
2024-01-15 15:15:00,42390.4,42454.6,42327.7,42327.7,11.35558334,39.091151966830985,-104.017446347636
2024-01-15 15:20:00,42329.9,42374.7,42301.9,42320.7,3.6446827,38.71762673668412,-100.80568857826438
2024-01-15 15:25:00,42320.7,42435.8,42320.6,42424.9,2.48619501,46.85782789465142,-88.82832065549883
2024-01-15 15:30:00,42424.9,42428.0,42389.8,42420.3,4.82455867,46.56377696426828,-78.79900595071376
2024-01-15 15:35:00,42420.4,42466.0,42385.5,42404.5,11.60959002,45.50742984609374,-71.3036852452351
